difference,score,score_difference
-0.045000000000001705,0.270144,0.0033889999999999754
-0.10000000000000853,0.276824,0.006680000000000019
0.020000000000010232,0.251638,-0.02518600000000004
-0.07000000000000739,0.439975,0.18833700000000003
-0.269999999999996,0.447998,0.008023000000000002
-0.26500000000000057,0.482168,0.03416999999999998
0.0799999999999983,0.500984,0.018816
0.045000000000001705,0.475177,-0.02580699999999997
0.060000000000002274,0.463619,-0.011558000000000013
0.06499999999999773,0.410703,-0.05291600000000002
0.09999999999999432,0.39099,-0.01971299999999998
0.005000000000009663,0.395139,0.004149000000000014
-0.15500000000000114,0.404624,0.009484999999999966
0.0799999999999983,0.383208,-0.02141599999999999
-0.025000000000005684,0.400009,0.01680100000000001
0.09000000000000341,0.343624,-0.05638500000000002
-0.0049999999999954525,0.328651,-0.014972999999999959
0.009999999999990905,0.312899,-0.015752000000000044
-0.0799999999999983,0.306986,-0.005913000000000002
-0.09999999999999432,0.304399,-0.002587000000000006
-0.0350000000000108,0.296324,-0.008074999999999999
-0.03999999999999204,0.2865,-0.009824
0.09499999999999886,0.294959,0.00845900000000005
0.05500000000000682,0.283718,-0.011241000000000001
0.05999999999998806,0.289358,0.005639999999999978
-0.01999999999999602,0.324861,0.03550300000000001
0.06499999999999773,0.440176,0.115315
0.01120000000000232,0.400066,-0.040110000000000035
-0.03619999999999379,0.400698,0.0006320000000000214
0.030000000000001137,0.409878,0.009180000000000021
-0.06500000000001194,0.415374,0.005496000000000001
-0.024999999999991473,0.414618,-0.0007560000000000344
0.11999999999999034,0.415648,0.0010300000000000309
0.0800000000000125,0.40591,-0.009738000000000024
-0.010000000000005116,0.398992,-0.00691799999999998
-0.07000000000000739,0.400603,0.0016109999999999736
0.0350000000000108,0.3951,-0.00550299999999998
-0.125,0.378171,-0.016929000000000027
0.03499999999999659,0.159048,-0.21912299999999998
-0.016000000000005343,0.278258,0.11921000000000001
0.04100000000001103,0.261161,-0.01709700000000003
0.0799999999999983,0.643352,0.38219100000000006
0.030000000000001137,0.641847,-0.0015050000000000896
-0.07000000000000739,0.654073,0.01222600000000007
-0.01999999999999602,0.653467,-0.0006059999999999954
0.04999999999999716,0.653069,-0.00039800000000000946
-0.010000000000005116,0.434098,-0.21897100000000003
-0.055899999999994066,0.436614,0.0025160000000000182
-0.034099999999995134,0.439589,0.0029750000000000054
-0.030000000000001137,0.438762,-0.0008270000000000222
-0.10999999999999943,0.440904,0.0021420000000000328
0.13700000000000045,0.442539,0.0016349999999999976
0.022999999999996135,0.455186,0.012646999999999964
-0.09999999999999432,0.118604,-0.336582
-0.10000000000000853,0.653795,0.535191
0.015000000000000568,0.6533,-0.0004950000000000232
-0.015000000000000568,0.643826,-0.009473999999999982
-0.060000000000002274,0.645666,0.0018399999999999528
-0.03269999999999129,0.67162,0.025954000000000033
0.05270000000000152,0.671053,-0.0005669999999999842
-0.0800000000000125,0.670779,-0.00027399999999999647
0.015000000000000568,0.670786,6.999999999979245e-06
0.005000000000009663,0.670437,-0.0003490000000000437
0.03999999999999204,0.668801,-0.0016359999999999708
-0.031799999999989836,0.66855,-0.0002510000000000012
-0.05819999999999936,0.668323,-0.00022699999999997722
-0.045000000000001705,0.201523,-0.4668
0.0,0.221088,0.019565
-0.019100000000008777,0.392985,0.17189699999999997
0.04410000000000025,0.375886,-0.017098999999999975
0.0,0.366135,-0.00975100000000001
-0.09000000000000341,0.3748,0.008665000000000034
0.010000000000005116,0.367862,-0.006938
-0.024999999999991473,0.359164,-0.008698000000000039
0.03499999999999659,0.356365,-0.002798999999999996
0.015000000000000568,0.353396,-0.0029689999999999994
-0.13500000000000512,0.354175,0.0007790000000000297
-0.0049999999999954525,0.387436,0.033260999999999985
-0.03499999999999659,0.387564,0.000128000000000017
0.125,0.366417,-0.021147000000000027
-0.07000000000000739,0.387576,0.021158999999999983
0.0049999999999954525,0.574845,0.18726900000000007
-0.6099999999999994,0.149517,-0.42532800000000004
-0.06999999999999318,0.15471,0.005192999999999975
-0.3400000000000034,0.165795,0.011085000000000012
-0.16499999999999204,0.494034,0.32823899999999995
0.07319999999999993,0.49025,-0.003783999999999954
-0.03820000000000334,0.478786,-0.01146400000000003
-0.13000000000000966,0.48289,0.0041039999999999965
-0.009999999999990905,0.485909,0.003018999999999994
0.015000000000000568,0.493552,0.007643000000000011
0.17499999999999716,0.383277,-0.11027500000000001
0.04000000000000625,0.314847,-0.06842999999999999
0.10999999999999943,0.268972,-0.045875
0.04999999999999716,0.271493,0.0025209999999999955
0.06999999999999318,0.273704,0.0022110000000000185
0.4000000000000057,0.212435,-0.06126899999999999
0.24500000000000455,0.182663,-0.02977200000000002
-0.06500000000001194,0.171552,-0.011110999999999982
-0.04999999999999716,0.232903,0.06135099999999999
0.2400000000000091,0.153016,-0.07988699999999999
-0.08480000000000132,0.154319,0.0013029999999999986
-0.05519999999999925,-0.220677,-0.374996
-0.07000000000000739,-0.219809,0.0008680000000000077
0.0,-0.220609,-0.0007999999999999952
0.030000000000001137,-0.220994,-0.00038499999999999646
0.01999999999999602,-0.222471,-0.001477000000000006
-0.1700000000000017,-0.22263,-0.00015899999999999248
-0.01999999999999602,-0.223326,-0.0006960000000000022
-0.030000000000001137,-0.221712,0.0016140000000000043
0.030000000000001137,-0.222143,-0.0004310000000000147
-0.03999999999999204,-0.22222,-7.699999999999374e-05
-0.020000000000010232,-0.220251,0.0019689999999999985
0.04000000000000625,-0.219747,0.0005040000000000044
-0.010000000000005116,0.313566,0.533313
0.01999999999999602,0.310031,-0.0035350000000000104
-0.06499999999999773,0.369434,0.059402999999999984
0.005000000000009663,0.336787,-0.03264699999999998
-0.010000000000005116,0.346902,0.010114999999999985
-0.060000000000002274,0.333301,-0.013600999999999974
0.10000000000000853,0.336683,0.003381999999999996
0.005899999999996908,0.324781,-0.011902000000000024
-0.02590000000000714,0.357519,0.03273799999999999
-0.04999999999999716,0.387225,0.02970600000000001
0.0,0.366569,-0.020656000000000008
0.0799999999999983,0.613783,0.247214
-0.03999999999999204,0.615373,0.0015899999999999803
-0.010000000000005116,0.620375,0.005002000000000062
0.05100000000000193,0.616172,-0.004202999999999957
0.018999999999991246,0.634537,0.018364999999999965
0.020000000000010232,0.63866,0.004122999999999988
-0.010000000000005116,0.647471,0.008811000000000013
-0.060000000000002274,0.65435,0.0068789999999999685
-0.0799999999999983,0.64692,-0.007429999999999937
-0.09000000000000341,0.647058,0.00013799999999997148
-0.09999999999999432,0.612543,-0.03451500000000007
0.01999999999999602,0.620401,0.007858000000000032
0.0,0.444338,-0.17606299999999997
0.0,0.456487,0.012148999999999965
0.12000000000000455,0.459083,0.0025960000000000427
0.01999999999999602,0.454824,-0.004259000000000013
-0.09000000000000341,0.454702,-0.00012200000000001099
-0.009999999999990905,0.445413,-0.009288999999999992
0.0,0.43639,-0.009023000000000003
0.09000000000000341,0.189246,-0.247144
-0.010000000000005116,0.200849,0.011603000000000002
-0.060000000000002274,0.653043,0.45219400000000004
-0.06999999999999318,0.658252,0.005208999999999908
0.09999999999999432,0.543272,-0.11497999999999997
-0.04000000000000625,0.542927,-0.0003449999999999287
-0.009999999999990905,0.542971,4.399999999993298e-05
-0.010000000000005116,0.529544,-0.013426999999999967
0.08500000000000796,0.529518,-2.599999999997049e-05
0.09499999999999886,0.529752,0.00023399999999995647
-0.1700000000000017,0.520701,-0.009051000000000031
0.06999999999999318,0.523558,0.0028569999999999984
0.03990000000000293,0.52238,-0.0011780000000000124
0.030100000000004457,0.522669,0.00028900000000009474
-0.021000000000000796,0.12045,-0.40221900000000005
-0.07900000000000773,0.116393,-0.004057000000000005
0.0,0.310251,0.193858
0.0,0.371129,0.06087799999999999
-0.1599999999999966,0.315405,-0.055723999999999996
0.07000000000000739,0.392267,0.07686199999999999
0.009999999999990905,0.399672,0.00740500000000005
0.060000000000002274,0.409783,0.010110999999999981
0.04000000000000625,0.424344,0.01456099999999999
0.009999999999990905,0.441694,0.017349999999999977
0.07000000000000739,0.457359,0.01566500000000004
0.20999999999999375,0.487977,0.03061799999999998
-0.03999999999999204,0.489317,0.0013400000000000079
-0.07000000000000739,0.491869,0.0025519999999999987
-0.06999999999999318,0.495198,0.0033290000000000264
-0.060000000000002274,0.485877,-0.009321000000000024
-0.030000000000001137,0.489478,0.003601000000000021
-0.20000000000000284,0.475946,-0.013532000000000044
0.030000000000001137,0.473791,-0.0021549999999999625
0.030000000000001137,0.47155,-0.002240999999999993
0.04000000000000625,0.467891,-0.0036590000000000233
-0.04000000000000625,0.478439,0.010548000000000002
0.010000000000005116,0.494771,0.016332000000000013
0.1577999999999946,0.384289,-0.11048200000000002
-0.12779999999999347,0.390866,0.0065769999999999995
0.06999999999999318,0.389913,-0.0009529999999999816
0.025000000000005684,0.410294,0.020380999999999982
0.015000000000000568,0.401183,-0.00911099999999998
-0.020000000000010232,0.4139,0.012716999999999978
-0.0899999999999892,0.42319,0.00929000000000002
0.0899999999999892,0.423948,0.0007579999999999809
0.09000000000000341,0.431125,0.007176999999999989
0.0799999999999983,0.427417,-0.003707999999999989
0.10000000000000853,0.351432,-0.07598499999999997
-0.07000000000000739,0.332281,-0.01915100000000003
0.04000000000000625,0.340503,0.008222000000000007
-0.023400000000009413,0.326339,-0.01416400000000001
-0.09659999999999513,0.323723,-0.002616000000000007
-0.06999999999999318,0.301112,-0.022610999999999992
0.029999999999986926,0.305909,0.004796999999999996
0.0,0.296794,-0.009114999999999984
-0.13249999999999318,0.295758,-0.0010359999999999814
-0.04749999999999943,0.299094,0.0033360000000000056
0.060000000000002274,0.286415,-0.012679000000000051
0.04999999999999716,0.296183,0.009767999999999999
0.060000000000002274,0.271153,-0.025029999999999997
0.024999999999991473,0.293438,0.022285
-0.015000000000000568,0.29164,-0.0017979999999999663
0.06500000000001194,0.310234,0.018594
0.03499999999999659,0.257646,-0.052588000000000024
0.0,0.25457,-0.0030759999999999676
0.01999999999999602,0.212347,-0.04222300000000001
0.030000000000001137,0.207769,-0.004577999999999999
0.12999999999999545,0.105212,-0.10255700000000001
-0.0899999999999892,0.133191,0.027979000000000004
-0.10699999999999932,0.167136,0.033945
0.05699999999998795,0.156096,-0.011039999999999994
-0.03999999999999204,0.156898,0.0008019999999999972
-0.010000000000005116,0.167053,0.010154999999999997
-0.06999999999999318,0.186367,0.019313999999999998
0.01999999999999602,0.177436,-0.008930999999999994
-0.06730000000000302,0.207816,0.03037999999999999
-0.09269999999999357,0.202851,-0.004964999999999997
0.030000000000001137,0.239342,0.036490999999999996
0.0049999999999954525,0.234124,-0.005218
-0.08499999999999375,0.143152,-0.090972
-0.010000000000005116,0.113916,-0.029235999999999998
0.04999999999999716,0.101895,-0.012021000000000004
-0.06999999999999318,0.113471,0.011576000000000003
-0.04000000000000625,0.124847,0.011375999999999997
-0.01999999999999602,0.132002,0.007155000000000009
-0.07000000000000739,0.136923,0.004920999999999981
-0.009999999999990905,0.166757,0.029834
-0.0799999999999983,0.234887,0.06813000000000002
0.06999999999999318,0.279732,0.04484499999999997
0.12000000000000455,0.280026,0.00029400000000001647
-0.07500000000000284,0.282659,0.0026329999999999965
0.07500000000000284,0.485486,0.20282699999999998
-0.0799999999999983,0.491889,0.0064030000000000475
0.009999999999990905,0.477234,-0.014655000000000029
0.09499999999999886,0.472431,-0.004803000000000002
0.08500000000000796,0.482531,0.010099999999999998
0.1700000000000017,0.435987,-0.046543999999999974
-0.21000000000000796,0.34098,-0.09500700000000001
0.20000000000000284,0.342039,0.0010589999999999766
-0.09499999999999886,0.338525,-0.0035139999999999616
-0.025000000000005684,-0.006744,-0.34526900000000005
-0.030000000000001137,-0.017093,-0.010349
0.04000000000000625,0.14778,0.164873
-0.20999999999999375,0.14833,0.0005499999999999949
-0.09000000000000341,0.125005,-0.023324999999999985
-0.07000000000000739,0.123574,-0.0014310000000000017
0.15000000000000568,0.128469,0.004894999999999997
0.0799999999999983,0.139634,0.011165000000000008
-0.030000000000001137,0.147102,0.007468000000000002
0.1700000000000017,0.144496,-0.002605999999999997
-0.12000000000000455,0.142724,-0.0017720000000000236
-0.009999999999990905,0.125555,-0.01716899999999999
0.06999999999999318,0.466708,0.34115300000000004
0.10999999999999943,0.515108,0.0484
-0.12000000000000455,0.39925,-0.11585800000000002
0.05000000000001137,0.372331,-0.02691899999999997
0.0,0.365904,-0.006427000000000016
0.01999999999999602,0.381702,0.01579799999999998
-0.010000000000005116,0.38083,-0.0008719999999999839
0.0,0.467531,0.08670099999999997
-0.01999999999999602,0.469493,0.0019620000000000193
0.0,0.468938,-0.0005549999999999722
0.029899999999997817,0.465142,-0.0037960000000000216
0.04010000000000957,0.497106,0.03196399999999999
0.08559999999999945,0.512433,0.015327000000000035
-0.035600000000002296,0.490169,-0.022264000000000006
-0.04000000000000625,0.496056,0.005886999999999976
0.060000000000002274,0.527331,0.031275
0.060000000000002274,0.530127,0.0027960000000000207
0.009999999999990905,0.519283,-0.010843999999999965
-0.052499999999994884,0.519242,-4.100000000006876e-05
0.0625,0.44488,-0.07436199999999998
0.0,0.418338,-0.02654200000000001
-0.01649999999999352,0.421341,0.0030030000000000334
-0.043500000000008754,0.425422,0.004081000000000001
-0.0049999999999954525,0.423256,-0.0021660000000000013
0.03499999999999659,0.345799,-0.077457
0.01999999999999602,0.313672,-0.03212700000000002
-0.04999999999999716,0.331391,0.017718999999999985
-0.2950000000000017,0.395254,0.063863
-0.17499999999999716,0.393235,-0.002018999999999993
0.09000000000000341,0.390447,-0.0027880000000000127
0.01999999999999602,0.385166,-0.00528099999999998
-0.09999999999999432,0.392224,0.007058000000000009
0.009999999999990905,0.413344,0.021119999999999972
-0.20999999999999375,0.423365,0.010021000000000002
0.12000000000000455,0.424229,0.0008640000000000314
0.03499999999999659,0.426384,0.0021549999999999625
-0.08499999999999375,0.518809,0.09242499999999998
0.1699999999999875,0.528445,0.009636000000000089
-0.08969999999999345,-0.679347,-1.207792
0.11010000000000275,-0.717246,-0.037899000000000016
0.07959999999999923,-0.720049,-0.002803
0.037599999999997635,-0.716561,0.0034880000000000466
0.012399999999999523,-0.713214,0.003346999999999989
0.09999999999999432,-0.713385,-0.00017100000000003224
-0.04999999999999716,-0.712737,0.000648000000000093
0.15000000000000568,-0.716752,-0.004014999999999991
-0.10999999999999943,-0.718907,-0.002155000000000018
-0.10999999999999943,-0.718738,0.00016899999999997473
0.04999999999999716,-0.724347,-0.005608999999999975
-0.04000000000000625,-0.728199,-0.0038520000000000776
0.15000000000000568,0.260391,0.9885900000000001
-0.09999999999999432,0.25658,-0.003811000000000009
0.0,0.259566,0.002986000000000044
-0.04000000000000625,0.253237,-0.006329000000000029
0.060000000000002274,0.25209,-0.0011470000000000091
0.03999999999999204,0.250454,-0.0016359999999999708
0.04000000000000625,0.249971,-0.0004830000000000112
-0.060000000000002274,0.282207,0.03223599999999999
-0.04999999999999716,0.283077,0.0008700000000000374
0.030000000000001137,0.278768,-0.004309000000000007
0.060000000000002274,0.249075,-0.029693000000000025
0.024999999999991473,0.267714,0.018639000000000017
-0.05499999999999261,0.232735,-0.03497900000000001
0.4099999999999966,0.128459,-0.10427600000000001
-0.6749999999999972,0.158199,0.029740000000000016
0.41499999999999204,0.153416,-0.0047830000000000095
0.098700000000008,0.17548,0.022064
0.10129999999999484,0.175849,0.0003690000000000082
-0.09999999999999432,0.243712,0.067863
0.030000000000001137,0.236366,-0.007346000000000019
0.03999999999999204,0.247863,0.011497000000000007
-0.09000000000000341,0.234382,-0.013480999999999993
-0.01999999999999602,0.239628,0.005246000000000001
-0.26250000000000284,0.325983,0.08635500000000002
0.054300000000012005,0.366131,0.04014799999999996
0.14819999999998856,0.422196,0.05606500000000003
-0.12999999999999545,0.399949,-0.022247000000000017
0.18000000000000682,0.429157,0.02920800000000001
0.14000000000000057,0.394256,-0.034901000000000015
0.18999999999999773,0.403299,0.009043000000000023
0.0899999999999892,0.398698,-0.004601000000000022
-0.14000000000000057,0.382804,-0.01589400000000002
-0.09999999999999432,0.385121,0.0023170000000000135
-0.04999999999999716,0.388168,0.003047000000000022
0.09000000000000341,0.392071,0.00390299999999999
0.04999999999999716,0.391167,-0.0009040000000000159
0.060000000000002274,0.375573,-0.015593999999999997
-0.023400000000009413,0.304037,-0.07153599999999999
0.10340000000000771,0.352773,0.048736
-0.04000000000000625,0.315984,-0.036789000000000016
0.030000000000001137,0.393568,0.07758399999999999
-0.029899999999997817,0.377322,-0.016245999999999983
-0.08509999999999707,0.366916,-0.01040599999999997
0.045000000000001705,0.394434,0.027517999999999987
-0.030000000000001137,0.385323,-0.00911099999999998
-0.10999999999999943,0.369337,-0.015986
0.03999999999999204,0.353129,-0.016208
0.04000000000000625,0.345213,-0.007916000000000034
-0.030000000000001137,0.293632,-0.05158099999999999
0.060000000000002274,0.309749,0.016116999999999992
0.030000000000001137,0.272271,-0.03747800000000001
0.009999999999990905,0.281504,0.009232999999999991
-0.01999999999999602,0.143406,-0.13809799999999997
-0.060000000000002274,0.14844,0.005033999999999983
-0.009999999999990905,0.156789,0.008349000000000023
-0.020000000000010232,0.175062,0.018272999999999984
0.04000000000000625,0.189253,0.01419100000000001
0.0,0.190747,0.0014939999999999953
0.03999999999999204,0.215374,0.02462700000000001
-0.032099999999999795,0.217073,0.0016989999999999783
-0.06289999999999907,0.306837,0.08976400000000004
-0.024999999999991473,0.265628,-0.04120900000000005
0.060000000000002274,0.281313,0.015685000000000004
-0.10999999999999943,0.274554,-0.0067589999999999595
0.009999999999990905,0.271656,-0.0028980000000000117
0.12220000000000653,0.275348,0.003691999999999973
-0.002200000000001978,0.289448,0.014100000000000001
-0.07000000000000739,0.246442,-0.04300599999999999
0.025000000000005684,0.186251,-0.060190999999999995
-0.09499999999999886,0.205119,0.018867999999999996
-0.01999999999999602,0.241287,0.036168000000000006
-0.010000000000005116,0.240092,-0.0011950000000000016
-0.04000000000000625,0.243626,0.0035340000000000094
-0.009999999999990905,0.282332,0.03870600000000002
0.030000000000001137,0.26399,-0.018342000000000025
0.03999999999999204,-0.041206,-0.305196
0.010000000000005116,-0.042867,-0.0016610000000000028
-0.04999999999999716,-0.035759,0.007108000000000003
0.09999999999999432,-0.038919,-0.003160000000000003
0.04999999999999716,-0.040628,-0.0017089999999999952
0.0069000000000016826,0.010203,0.050831
0.023099999999999454,-0.002474,-0.012677
0.04000000000000625,-0.048375,-0.045901000000000004
-0.14000000000000057,-0.054297,-0.005921999999999997
0.0799999999999983,-0.070683,-0.016385999999999998
0.03999999999999204,-0.074346,-0.0036629999999999996
-0.0799999999999983,-0.068558,0.0057880000000000015
0.020000000000010232,0.268284,0.33684200000000003
-0.01100000000000989,0.244145,-0.02413900000000002
0.01100000000000989,0.103929,-0.140216
-0.04000000000000625,0.08354,-0.02038899999999999
0.04999999999999716,0.080928,-0.002612000000000003
-0.3999999999999915,0.068668,-0.012259999999999993
0.01999999999999602,0.090394,0.021725999999999995
0.0,0.171301,0.080907
-0.010000000000005116,0.17323,0.0019289999999999863
0.015000000000000568,0.167195,-0.006034999999999985
0.3050000000000068,0.176027,0.008831999999999979
-0.18999999999999773,0.217485,0.04145800000000002
0.03869999999999152,0.238414,0.020928999999999975
0.021299999999996544,0.238823,0.00040900000000002046
-0.05999999999998806,0.262424,0.023600999999999983
0.045000000000001705,0.28803,0.025606000000000018
0.0049999999999954525,0.288098,6.80000000000125e-05
0.009999999999990905,0.300373,0.01227499999999998
-0.1599999999999966,0.288131,-0.012241999999999975
0.015000000000000568,0.286556,-0.0015750000000000486
-0.015000000000000568,0.279876,-0.006679999999999964
0.12000000000000455,0.28188,0.0020040000000000058
-0.010000000000005116,0.27895,-0.0029300000000000437
-0.009999999999990905,0.381639,0.10268900000000003
0.013499999999993406,0.397963,0.016324000000000005
-0.008499999999997954,0.414684,0.016720999999999986
0.015000000000000568,0.394503,-0.020181000000000004
-0.04000000000000625,0.355292,-0.039210999999999996
-0.045000000000001705,0.336262,-0.01902999999999999
0.04000000000000625,0.35398,0.01771800000000001
-0.03499999999999659,0.323217,-0.03076300000000004
0.11999999999999034,0.329085,0.00586800000000004
0.030000000000001137,0.331719,0.0026339999999999697
0.015000000000000568,0.327253,-0.00446599999999997
0.045000000000001705,0.320814,-0.006439000000000028
-0.04999999999999716,0.235512,-0.08530199999999999
-0.21999999999999886,0.215623,-0.01988899999999999
0.06999999999999318,0.190252,-0.025371000000000005
-0.009999999999990905,0.182516,-0.007735999999999993
0.0,0.202186,0.019669999999999993
0.009999999999990905,0.242955,0.040769
0.23000000000000398,0.234409,-0.008545999999999998
-0.03999999999999204,0.252858,0.01844900000000002
0.0,0.24433,-0.008528000000000036
-0.13000000000000966,0.243917,-0.0004129999999999967
0.09000000000000341,0.246427,0.0025100000000000122
0.0,0.229954,-0.016473000000000015
0.030000000000001137,0.307292,0.07733800000000002
0.06999999999999318,0.305095,-0.0021970000000000045
0.09000000000000341,0.322096,0.01700099999999999
-0.09000000000000341,0.341043,0.01894699999999999
0.04000000000000625,0.233868,-0.10717499999999999
0.019900000000006912,0.219613,-0.01425499999999999
-0.08990000000000009,0.235079,0.015466000000000008
-0.04000000000000625,0.228417,-0.006662000000000001
-0.15000000000000568,0.71026,0.481843
-0.009999999999990905,0.703913,-0.0063469999999999915
-0.04999999999999716,0.700945,-0.0029679999999999707
0.0,0.705917,0.0049719999999999764
0.0,0.699229,-0.006688000000000027
-0.010000000000005116,0.706848,0.007619000000000042
-0.09000000000000341,0.700426,-0.006422000000000039
-0.03999999999999204,0.702146,0.0017200000000000548
-0.030000000000001137,0.745445,0.043298999999999976
0.14999999999999147,0.744342,-0.0011030000000000761
0.060000000000002274,0.73431,-0.01003199999999993
0.07989999999999498,0.759005,0.024695000000000022
0.010100000000008436,0.413287,-0.345718
-0.09000000000000341,0.407265,-0.006022000000000027
0.04999999999999716,0.414503,0.007238000000000022
-0.03999999999999204,0.410742,-0.0037610000000000143
0.030000000000001137,0.43295,0.022208000000000006
-0.05500000000000682,0.423523,-0.009427000000000019
-0.03499999999999659,0.439991,0.016468000000000038
0.06999999999999318,0.438303,-0.0016880000000000228
-0.06499999999999773,0.444836,0.006533000000000011
0.005000000000009663,0.428546,-0.016290000000000027
-0.020000000000010232,0.417913,-0.010633000000000004
-0.030000000000001137,0.151794,-0.266119
-0.030000000000001137,0.157151,0.005357000000000001
0.10000000000000853,0.147963,-0.009188000000000002
-0.045000000000001705,0.129775,-0.01818800000000001
0.09999999999999432,0.120761,-0.009014000000000008
-0.42499999999999716,0.163096,0.042335
0.29999999999999716,0.349745,0.18664899999999998
-0.06999999999999318,0.365601,0.015856000000000037
0.009999999999990905,0.360668,-0.004933000000000021
0.010000000000005116,0.371265,0.010597000000000023
0.12999999999999545,0.450747,0.079482
-0.009999999999990905,0.452677,0.0019299999999999873
0.060000000000002274,0.479247,0.026569999999999983
0.01999999999999602,0.496977,0.017730000000000024
-0.0799999999999983,0.517016,0.02003900000000003
-0.10999999999999943,0.511436,-0.005580000000000029
0.01999999999999602,0.49829,-0.013145999999999991
0.060000000000002274,0.490047,-0.008243
0.04999999999999716,0.390773,-0.09927400000000003
-0.1599999999999966,0.368455,-0.022318000000000005
0.037800000000004275,0.371286,0.002831000000000028
-0.057800000000000296,0.369133,-0.002153000000000016
-0.05000000000001137,0.373847,0.004713999999999996
-0.03999999999999204,0.350211,-0.02363599999999999
0.04999999999999716,0.333407,-0.016803999999999986
0.10999999999999943,0.303737,-0.02967000000000003
0.0,0.273543,-0.030194
-0.09000000000000341,0.274562,0.0010189999999999921
0.0799999999999983,0.294316,0.01975400000000005
0.030000000000001137,0.283246,-0.011070000000000024
0.060000000000002274,0.252272,-0.030974
0.09000000000000341,0.252243,-2.9000000000001247e-05
-0.04999999999999716,0.234636,-0.017606999999999984
-0.0799999999999983,0.232496,-0.002140000000000003
0.05999999999998806,0.231458,-0.0010380000000000111
0.05000000000001137,0.232663,0.0012050000000000116
0.03499999999999659,0.223852,-0.008811000000000013
0.05499999999999261,0.208101,-0.015750999999999987
-0.01999999999999602,0.20647,-0.0016310000000000213
0.030000000000001137,0.203502,-0.0029679999999999984
0.0,0.198456,-0.005045999999999995
0.04999999999999716,0.203009,0.0045530000000000015
0.025000000000005684,0.236882,0.033873000000000014
0.05499999999999261,0.225288,-0.011594000000000021
